prompt,completion
Generate ESB ItemName:Old Hunter Belland it's \nDescription: ,"One of the resonating bells that cross the gaps of worlds. This bell is cracked and stained with the blood of beasts. A human must expend Insight to ring this uncanny bell. The old hunters, who have long passed from the dream but cannot forget the feeling of the hunt, rely upon messengers to relay their thoughts. Ring the bell at their side, and they are certain to give a listen. For the night of the hunt is long, and unchanging"
Generate ESB ItemName:Old Hunter Belland it's \nDescription: ,"One of the resonating bells that cross the gaps of worlds. This bell is cracked and stained with the blood of beasts.>>A human must expend Insight to ring this uncanny bell.>>The old hunters, who have long passed from the dream but cannot forget the feeling of the hunt, rely upon messengers to relay their thoughts.>>Ring the bell at their side, and they are certain to give a listen.>>For the night of the hunt is long, and unchanging."
Generate ESB ItemName:Old Hunter Boneand it's \nDescription: ,"The bone of an old hunter whose name is lost. It is said that he was an apprentice to old Gehrman, and a practitioner of the art of Quickening, a technique particular to the first hunters. It is most appropriate that hunters, carriers of the torch who are sustained by the dream, would tease an old art from his remains."
Generate ESB ItemName:Old Hunter Boneand it's \nDescription: ,"The bone of an old hunter whose name is lost.>>It is said that he was an apprentice to old Gehrman, and a practitioner of the art of Quickening, a technique particular to the first hunters.>>It is most appropriate that hunters, carriers of the torch who are sustained by the dream, would tease an old art from his remains."
Generate ESB ItemName:Old Leo Ringand it's \nDescription: ,"The beloved ring of a dragon-slaying knight. Strengthens thrust weapon counter attacks. After many years of use, the ring's face has worn down, but close inspection reveals an engraved lion."
Generate ESB ItemName:Old Sun Ringand it's \nDescription: ,"An odd stone ring containing a fiery heat. Accumulates power as the user is harmed, then explodes damaging surrounding enemies while leaving it's wearer unscathed. Our deeds will come back to us in some form or another, both good and bad"
Generate ESB ItemName:Old Witch Ringand it's \nDescription: ,"Old ring from an old witch. Engraved minutely with indecipherable script, but seemingly useless."
Generate ESB ItemName:One Third of Umbilical Cordand it's \nDescription: ,"A great relic, also known as the Cord of the Eye. Every infant Great One has this precursor to the umbilical cord.Use to gain Insight and, so they say, eyes on the inside, although no one remembers what that truly entails."
Generate ESB ItemName:Orange Charred Ringand it's \nDescription: ,"An orange ring enchanted by a witch. Reduces lava damage. Since his sores were inflamed by lava from birth, his witch sisters gave him this special ring. But fool that he is, he readily dropped it, and from that spot, a terrible centipede demon was born"
Generate ESB ItemName:Pearl Slugand it's \nDescription: ,"Material used in a Holy Chalice rite. Of the all the strange lifeforms that reside in the nooks and crannies of the old labyrinth, the slugs are clear signs of the left-behind Great Ones"
Generate ESB ItemName:Pendantand it's \nDescription: ,"A simple pendant with no effect. Even so, pleasant memories are crucial to survival on arduous journeys."
Generate ESB ItemName:Pendantand it's \nDescription: ,"A simple pendant with no effect. Even so, pleasant memories are crucial to survival on arduous journeys."
Generate ESB ItemName:Petrified Eggand it's \nDescription: ,"A large petrified egg. Surely bears no life.>>Eggs are vessels that harbor life itself, and symbolize the deepest secrets of existence. But what does a petrified egg harbor?"
Generate ESB ItemName:Pierce Shieldand it's \nDescription: ,Shield of certain knights of Catarina used in attacks with a large protrusion in the center. Can be used as a thrust weapon
Generate ESB ItemName:Plank Shieldand it's \nDescription: ,Makeshift shield built from wood planks. Provides minimal protection but at a cost of moderate humiliation.
Generate ESB ItemName:Poisonbite Ringand it's \nDescription: ,"One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent poison."
Generate ESB ItemName:Poisonbite Ringand it's \nDescription: ,"One of the several bite rings, known for their peculiar design. Increases poison resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade."
Generate ESB ItemName:Powder Keg Hunter Badgeand it's \nDescription: ,"Badge crafted by the Powder Kegs, the heretics of the Workshop.>>The Powder Kegs adoration of complex design and big booms culminated in weapon designs that contrast with those traditionally of the Workshop.>>The late Powder Kegs, bless their souls, had a motto: If a weapon ain't got kick, it just ain't worth it.'"
Generate ESB ItemName:Prisoner's Chainand it's \nDescription: ,"Portion of a steel chain used to restrain Gundyr. Gain vigor, endurance, and vitality, but take extra damage.>>A prisoner is one who has staked everything on a belief, a proclivity most apparent in the greatest of champions."
Generate ESB ItemName:Purple Coward's Crystaland it's \nDescription: ,"Victory in the battle once led to ancient Anor Londo, but even in the absence of its overseer, capitulation is a disgrace. In the name of a warrior's honor, do not quickly resort to use of this crystal."
Generate ESB ItemName:Purple Coward's Crystaland it's \nDescription: ,"Victory in the battle once led to ancient Anor Londo, but even in the absence of its overseer, capitulation is a disgrace. In the name of a warrior's honor, do not quickly resort to use of this crystal."
Generate ESB ItemName:Queenly Fleshand it's \nDescription: ,"What remains of Annalise, blood queen of Cainhurst. This pinkish lump of flesh remains warm, as if cursed. All hail the undying queen of blood!"
Generate ESB ItemName:Queenly Fleshand it's \nDescription: ,"What remains of Annalise, blood queen of Cainhurst.>>This pinkish lump of flesh remains warm, as if cursed.>>All hail the undying queen of blood!"
Generate ESB ItemName:Quelana Pyromancy Tomeand it's \nDescription: ,"A pyromancy tome of Quelaana containing her unique spells. These pyromancies can only be taught by a female master.>>Give to a female pyromancy master to learn Quelana's pyromancies.>>Quelana, the sole surviving witch of Izalith, once accepted a human pupil, but after the pupil moved on, she never took another."
Generate ESB ItemName:Quicksilver Bulletsand it's \nDescription: ,"Special bullets used with hunter firearms. Ordinary bullets have no effect on beasts, and so Quicksilver Bullets, fused with the wielder's own blood, must be employed. The strength of Quicksilver Bullets depends greatly upon the wielder's bloodtinge."
Generate ESB ItemName:Radiance Runeand it's \nDescription: ,"A secret symbol left by Caryll, runesmith of Byrgenwerth. The rune for Radiance, adopted by the sworn Executioners under Logarius' command. The executioners despise the impure Vilebloods, and no matter what the circumstances, would never cooperate with the bloodthirsty hunters who serve the undead queen, Annalise."
Generate ESB ItemName:Radiant Blood Gemstoneand it's \nDescription: ,"A blood gem that fortifies weapons and adds various properties. Blood gems are especially rare blood stones that grow on coldblood. Blood gems are kneaded into weapons using workshop tools, but only when of matching shape. Most radial blood gems have effects that bear upon physical attacks."
Generate ESB ItemName:Radiant Sword Hunter Badgeand it's \nDescription: ,"One of the badges crafted by the Healing Church.>>The radiant sword indicates the heirs to the will of Ludwig.>>These hunters, also known as Holy Blades, are what remains of an ancient line of heroes that date back to a very early age of honor and chivalry."
