Name,Descriptions,Keywords,Challenge,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Traits,Actions,Legendary Actions,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Worg,"The Worg is a large, wolf-like creature that is found in the dark, dank caves of Lordran. It is a fearsome opponent that is known for its ferocity and strength. It is agile and quick, and can easily take down an unsuspecting traveler.","Dark, dank caves , Ferocity, strength , Agility, quickness , Unassuming, unsuspecting",1/2 (100 Souls),"Large monstrosity,",13 (Natural Armor),26 (4d10 + 4),50 ft.,16,(+3),13,(+1),13,(+1),7,(-2),11,(+0),8,(-1),,Perception +4,"Darkvision 60 ft., Passive Perception 14","Goblin, Worg",<p><em><strong>Keen Hearing and Smell.</strong></em> The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.</p>,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.</p>",,,,,,
Wraith,"The Wraith is a fearsome and deadly creature that lurks in the shadows, preying on the unsuspecting. It is a fearsome opponent that can strike with lightning speed, and its touch is said to be icy cold.","Horror , Mythology , Undead , Stealth","5 (1,800 Souls)","Medium undead,",13,67 (9d8 + 27),"0 ft., fly 60 ft. (hover)",6,(-2),16,(+3),16,(+3),12,(+1),14,(+2),15,(+2),,,"Darkvision 60 ft., Passive Perception 12",The languages it knew in life,"<p><em><strong>Incorporeal Movement.</strong></em> The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. </p><p><em><strong>Sunlight Sensitivity.</strong></em> While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.</p>","<p><em><strong>Life Drain.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one creature. <em>Hit:</em> 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. </p><p><em><strong>Create Specter.</strong></em> The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.</p>",,"Necrotic, Poison","Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained","Acid, Cold, Fire, Lightning, Thunder; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,
Wyvern,"The Wyvern is a large, dragon-like creature that is feared by many. It has large wings that allow it to fly, and its long tail is deadly. It is a ferocious creature that will attack anything that it perceives as a threat.","Dragons , Flying , Deadly Tail , Fear","6 (2,300 Souls)",Large dragon,13 (Natural Armor),110 (13d10 + 39),"20 ft., fly 80 ft.",19,(+4),10,(+0),16,(+3),5,(-3),12,(+1),6,(-2),,Perception +4,"Darkvision 60 ft., Passive Perception 14",--,,"<p><em><strong>Multiattack.</strong></em> The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one creature. <em>Hit:</em> 11 (2d6 + 4) piercing damage. </p><p><em><strong>Claws.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d8 + 4) slashing damage. </p><p><em><strong>Stinger.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one creature. <em>Hit:</em> 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.</p>",,,,,,
Xorn,"This Xorn would be a fearsome creature, likely found lurking in dark caves or underground ruins. It would be a large, hulking creature, with thick, rocky skin and sharp horns protruding from its head. It would be a slow but powerful creature, capable of crushing its opponents with its massive fists. It would be a dangerous foe, but one that could be defeated with careful planning and execution.","Dark, dangerous, fearsome, cave, underground, ruin , Strength, power, brute force, slow, powerful , Planning, strategy, careful, execution , Monster, creature, enemy, foe","5 (1,800 Souls)","Medium elemental,",19 (Natural Armor),73 (7d8 + 42),"20 ft., burrow 20 ft.",17,(+3),10,(+0),22,(+6),11,(+0),10,(+0),11,(+0),,"Perception +6, Stealth +3","Darkvision 60 ft., Tremorsense 60 ft., Passive Perception 16",Terran,"<p><em><strong>Earth Glide.</strong></em> The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through. </p><p><em><strong>Stone Camouflage.</strong></em> The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. </p><p><em><strong>Treasure Sense.</strong></em> The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it.</p>","<p><em><strong>Multiattack.</strong></em> The xorn makes three claw attacks and one bite attack.</p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d6 + 3) slashing damage. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (3d6 + 3) piercing damage.</p>",,,,Piercing and Slashing from Nonmagical Attacks that aren't Adamantine,,
Yeti,"The Yeti is a large, furry creature that dwells in cold, mountainous regions. It is a fearsome beast, armed with sharp claws and teeth, that can kill even the most experienced of warriors.","Monsters , Nature , Survival , Wilderness",3 (700 Souls),"Large monstrosity,",12 Natural Armor,51 (6d10 + 18),"40 ft., climb 40 ft.",18,(+4),13,(+1),16,(+3),8,(-1),12,(+1),7,(-2),,"Perception +3, Stealth +3","Darkvision 60 ft., Passive Perception 13",Yeti,"<div>
<p><em><strong>Fear of Fire.</strong></em> If the yeti takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn.</p>
<p><em><strong>Keen Smell.</strong></em> The yeti has advantage on Wisdom (Perception) checks that rely on smell.</p>
<p><em><strong>Snow Camouflage.</strong></em> The yeti has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.</p>
</div>","<p><em><strong>Multiattack.</strong></em> The yeti can use its Chilling Gaze and makes two claw attacks.</p><p><em><strong>Claw.</strong></em> Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d6 + 4) slashing damage plus 3 (1d6) cold damage.</p><p><em><strong>Chilling Gaze.</strong></em> The yeti targets one creature it can see within 30 feet of it. If the target can see the yeti, the target must succeed on a DC 13 Constitution saving throw against this magic or take 10 (3d6) cold damage and then be paralyzed for 1 minute, unless it is immune to cold damage. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If the targetâ€™s saving throw is successful, or if the effect ends on it, the target is immune to the Chilling Gaze of all yetis (but not abominable yetis) for 1 hour.</p>",,Cold,,,,
Young Black Dragon,"The Young Black Dragon is a fearsome creature that lurks in the dark, preying on the unwary. It is a vicious predator, armed with sharp claws and teeth, and capable of breathing fire. It is feared by all who know of it, and those who encounter it seldom live to tell the tale.","Fearsome , Preying , Vicious , Dark","7 (2,900 Souls)","Large dragon,",18 (Natural Armor),127 (15d10 + 45),"40 ft., fly 80 ft., swim 40 ft.",19,(+4),14,(+2),17,(+3),12,(+1),11,(+0),15,(+2),"DEX +5, CON +6, WIS +3, CHA +5","Perception +6, Stealth +5","Blindsight 30 ft., Darkvision 120 ft., Passive Perception 16","Common, Draconic",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Acid Breath (Recharge 5â€“6).</strong></em> The dragon exhales acid in a 30Â­-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.</p>",,Acid,,,,
Young Blue Dragon,This monster would be a young blue dragon that is still learning how to fly and use its fire breath. It would be weak to fire and lightning attacks.,"Adventure , Dragons , Fire , Weakness","9 (5,000 Souls)","Large dragon,",18 (Natural Armor),152 (16d10 + 64),"40 ft., burrow 20 ft., fly 80 ft.",21,(+5),10,(+0),19,(+4),14,(+2),13,(+1),17,(+3),"DEX +4, CON +8, WIS +5, CHA +7","Perception +9, Stealth +4","Blindsight 30 ft., Darkvision 120 ft., Passive Perception 19","Common, Draconic",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 10 ft., one target. <em>Hit:</em> 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 5 ft., one target. <em>Hit:</em> 12 (2d6 + 5) slashing damage. </p><p><em><strong>Lightning Breath (Recharge 5â€“6).</strong></em> The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.</p>",,Lightning,,,,
Young Brass Dragon,"This young brass dragon is still growing, and is not yet as large or powerful as a full-grown dragon. It is still quite dangerous, however, and is capable of breathing fire and flying. It is also quite intelligent, and can be found guarding treasure or guarding its lair.","Courage , Intelligence , Fire Breath , Lairs","6 (2,300 Souls)",Large dragon,17 (Natural Armor),110 (13d10 + 39),"40 ft., burrow 20 ft., fly 80 ft.",19,(+4),10,(+0),17,(+3),12,(+1),11,(+0),15,(+2),"DEX +3, CON +6, WIS +3, CHA +5","Perception +6, Persuasion +5, Stealth +3","Blindsight 30 ft., Darkvision 120 ft., Passive Perception 16","Common, Draconic",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Fire Breath.</strong></em> The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Sleep Breath.</strong></em> The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.</p>",,Fire,,,,
Young Bronze Dragon,"This young dragon is still growing, and its bronze scales have not yet hardened. It is aggressive and territorial, and will attack anything that enters its territory. It is weak to fire and magic, and is susceptible to being stunned.","Courage , Strength , Loyalty , Independence","8 (3,900 Souls)","Large dragon,",18 (Natural Armor),142 (15d10 + 60),"40 ft., fly 80 ft., swim 40 ft.",21,(+5),10,(+0),19,(+4),14,(+2),13,(+1),17,(+3),"DEX +3, CON +7, WIS +4, CHA +6","Insight +4, Perception +7, Stealth +3","Blindsight 30 ft., Darkvision 120 ft., Passive Perception 17","Common, Draconic",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws.</p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 10 ft., one target. <em>Hit:</em> 16 (2d10 + 5) piercing damage.</p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 5 ft., one target. <em>Hit:</em> 12 (2d6 + 5) slashing damage.</p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons.</p><p><em><strong>Lightning Breath.</strong></em> The dragon exhales lightning in a 60- foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.</p><p><em><strong>Repulsion Breath.</strong></em> The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.</p>",,Lightning,,,,
Young Copper Dragon,"This young dragon is still growing, and its scales have not yet hardened. They are a deep, rich copper color, and it has large, leathery wings. It is not yet very powerful, but it is still dangerous, and it is known to hoard treasure.","treasure , power , growth , danger","7 (2,900 Souls)",Large dragon,17 (Natural Armor),119 (14d10 + 42),"40 ft., climb 40 ft., fly 80 ft.",19,(+4),12,(+1),17,(+3),16,(+3),13,(+1),15,(+2),"DEX +4, CON +6, WIS +4, CHA +5","Deception +5, Perception +7, Stealth +4","Blindsight 30 ft., Darkvision 120 ft., Passive Perception 17","Common, Draconic",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Acid Breath.</strong></em> The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Slowing Breath.</strong></em> The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.</p>",,Acid,,,,
