Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Great Mace,"Large mace wielded by the knights of the Cathedral of the Deep.The extremely heavy strike attacks of this weapon are devastating and will break weaker shields with a single blow. Wielding such a weapon will require inhuman strength.Skill: PerseveranceAnchor weapon in earth to temporarily boost poise. Damage reduced while activated.",
ItemName,,Great Mace,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",
ItemName,,Great Machete,"Created by strapping a large blade to a hilt. A crude makeshift weapon with low durability.Primitive weapons can be more effective at evoking fear than more advanced efforts. Perhaps this is why the wielder chose this fearsome creation.",
ItemName,,Great Machete,"This giant machete has a slash attack, and is a worker's tool in the Undead Settlement.This dismantling tool was not originally intended for use in battle.Skill: SharpenScrape the blade to sharpen and enable a cleaner cut.",
ItemName,,Great Omenkiller Cleaver,"The blade of this huge, loathsome cleaver comprises a row of amputated Omen horns. Weapon of slaughter wielded by Omen killers.

The hideous horns cause blood loss, adding vibrant colors to the ongoing mayhem.",
ItemName,,Great Scythe,Weapon with a long curved blade. Converted from a wheat-harvesting tool. The magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.,
ItemName,,Great Scythe,"A great scythe used to harvest grain.Normally used as a farm tool, not a weapon. It feels almost as if there were powers in its giant blade, perhaps drawn from the fears of those hunted by this fearsome thing.",
ItemName,,Great Scythe,"Attacks with this large scythe, normally used for crop harvesting, are effective at breaking past shields.The magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.Skill: Neck SwipeThis attack aims for the scruff of a foe's neck, and when successful, functions as a head shot, inflicting heavy damage.",
ItemName,,Great Stars,"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.

A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.",
ItemName,,Great Stars,"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.

A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.",
ItemName,,Great Wooden Hammer,"This giant wooden hammer is a worker's tool in the Undead Settlement. Intended to grind flesh and bone to prepare for burial, rather than use in battle.",
ItemName,,Greataxe,This greataxe is a veritable mass of iron. Its weight sends foes flying but makes it difficult to handle without inhuman strength. Any miss makes one very vulnerable as each swing requires the full force of the body,
ItemName,,Greathorn Hammer,"Huge thick horn carved with tree ring-like markings adapted into a bludgeoning weapon. Wielded by ancestral follower warriors.

The ancient horn is imbued with the power of ancestral spirits. A small amount of HP is restored upon defeating an enemy",
ItemName,,Greatlance,"This lance features a long pole, and was originally intended to be used by knights for jousting.This weapon is primarily used in charging attacks, and would require tremendous strength and dexterity to be handled by a mere foot soldier.Skill: ChargeHold lance at waist and charge at foe. Use strong attack while charging to extend the length of the charge.",
ItemName,,Ultra Greatsword,"This ultra greatsword, with its thick blade, is one of the heaviest of its kind.Highly destructive if intolerably heavy.There would appear to be some credence to the rumors that this sword tested the true limits of human strength.",
ItemName,,Greatsword,"A coarse iron lump of an ultra greatsword.
Mows down foes by utilizing its incredible weight.

Though handling it likely requires the wielder to have surpassed the realm of the merely human,
it is precisely for this reason the weapon is used to slaughter even inhuman foes.",
ItemName,,Greatsword of Artorias,Sword born from the soul of the great grey wolf Sif guardian of the grave of the Abysswalker Knight Artorias. Sir Artorias hunted the Darkwraiths and his sword strikes harder against dark servants,
ItemName,,Greatsword of Artorias (Cursed),Sword born from the souls of the great grey wolf Sif guardian of the grave of the Abysswalker Knight Artorias. The sword can damage ghosts as it was cursed when Artorias joined a covenant with the creatures of the Abyss,
ItemName,,Greatsword of the Forlorn,"Greatsword of the Forlorn, who wander the land of the Undead.The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's.The Forlorn were born of Aldia's sinful infatuation.",
ItemName,,Grossmesser,"Curved sword boasting a large blade. 
This weapon is designed to make use of its weight in combination with its sharp cutting edge. 

A thoroughly reliable choice of weapon for those who can master its particulars. ",
ItemName,,Guardian Tail,"Sliced tail of the Sanctuary Guardian. This flexible, spiked and highly poisonous tail would make a rather obnoxious weapon.",
ItemName,,Gundyr's Halberd,"Halberd of Gundyr the Champion, received when he was charged with his duty.This old cast-iron halberd has the power to break poise, and is said to never crumble, seeming to suggest that Gundyr was fated to eternal service from the beginning.",
ItemName,,Gyrm Axe,"An axe used by the nomadic Gyrm.At first glance this axe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but flung about with reckless abandon by the Gyrm.",
ItemName,,Gyrm Great Hammer,"A great hammer used by the nomadic Gyrm.A makeshift weapon created from a blacksmith's anvil.As heavy as it appears.Crafted rather shoddily, but each hit landed is certain to inflict serious damage.",
ItemName,,Gyrm Greataxe,"A greataxe used by the nomadic Gyrm.At first glance this greataxe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but swung about with reckless abandon by the Gyrm.",
ItemName,,Halberd,Long-hilted weapon mixing spear and axe is difficult to handle requiring both strength and dexterity. The Halberd has two elementary attacks: Spear-like thrusting and large sweeping swings. However one false swing and the wielder is left wide open,
ItemName,,Halo Scythe,"War scythe of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.

This was the weapon of commanders in Malenia's army, and the half-halo blade deals holy damage.",
ItemName,,Hammer,"Hammer comprised of a large stone affixed to a metal handle.
Originally a blacksmith's tool.

The art of smithing is said to have originated among the giants.
This weapon's striking attacks boast ample weight behind them.",
ItemName,,Hammer of Vamos,Metal hammer of Vamos a skeleton blacksmith deep within the Catacombs who rarely speaks. Can be used as a strike weapon but better left in the hands of its talented owner,
ItemName,,Hand Axe,Small hand axe. Appears identical to a lumberjack's tool but has an ideal weight and strength and is easy to handle. One wrong swing leaves the wielder wide open so timing and proximity to the enemy must be judged carefully,
ItemName,,Hand of Malenia,"Blade built into Malenia's prosthetic arm.
Through consecration it is resistant to rot.

Malenia's war prosthesis symbolized her victories.
Some claim to have seen wings when the weapon was raised aloft;
wings of fierce determination that have never known defeat.",
ItemName,,Handmaid's Dagger,"Dagger used by handmaids of the Profaned Capital. Each successful attack replenishes a slight amount of FP.It is said that these women took pleasure in wounding others.",
ItemName,,Handmaid's Ladle,"He who chooses this as a weapon either faces extenuating circumstances or has an odd sense of humor. If you care for your life, leave this one in the kitchen.",
