Prompt,Completion,,
Generate ESB ItemName:Petrified Eggand it's \nDescription:,"A large petrified egg. Surely bears no life. Eggs are vessels that harbor life itself, and symbolize the deepest secrets of existence. But what does a petrified egg harbor?",,
Generate ESB ItemName:Pierce Shieldand it's \nDescription:,Shield of certain knights of Catarina used in attacks with a large protrusion in the center. Can be used as a thrust weapon,,
Generate ESB ItemName:Plank Shieldand it's \nDescription:,Makeshift shield built from wood planks. Provides minimal protection but at a cost of moderate humiliation.,,
Generate ESB ItemName:Poisonbite Ringand it's \nDescription:,"One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent poison.",,
Generate ESB ItemName:Poisonbite Ringand it's \nDescription:,"One of the several bite rings, known for their peculiar design. Increases poison resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade.",,
Generate ESB ItemName:Powder Keg Hunter Badgeand it's \nDescription:,"Badge crafted by the Powder Kegs, the heretics of the Workshop. The Powder Kegs adoration of complex design and big booms culminated in weapon designs that contrast with those traditionally of the Workshop. The late Powder Kegs, bless their souls, had a motto: If a weapon ain't got kick, it just ain't worth it.'",,
Generate ESB ItemName:Prisoner's Chainand it's \nDescription:,"Portion of a steel chain used to restrain Gundyr. Gain vigor, endurance, and vitality, but take extra damage. A prisoner is one who has staked everything on a belief, a proclivity most apparent in the greatest of champions.",,
Generate ESB ItemName:Purple Coward's Crystaland it's \nDescription:,"Victory in the battle once led to ancient Anor Londo, but even in the absence of its overseer, capitulation is a disgrace. In the name of a warrior's honor, do not quickly resort to use of this crystal.",,
Generate ESB ItemName:Purple Coward's Crystaland it's \nDescription:,"Victory in the battle once led to ancient Anor Londo, but even in the absence of its overseer, capitulation is a disgrace. In the name of a warrior's honor, do not quickly resort to use of this crystal.",,
Generate ESB ItemName:Queenly Fleshand it's \nDescription:,"What remains of Annalise, blood queen of Cainhurst. This pinkish lump of flesh remains warm, as if cursed. All hail the undying queen of blood!",,
Generate ESB ItemName:Queenly Fleshand it's \nDescription:,"What remains of Annalise, blood queen of Cainhurst. This pinkish lump of flesh remains warm, as if cursed. All hail the undying queen of blood!",,
Generate ESB ItemName:Quelana Pyromancy Tomeand it's \nDescription:,"A pyromancy tome of Quelaana containing her unique spells. These pyromancies can only be taught by a female master. Give to a female pyromancy master to learn Quelana's pyromancies. Quelana, the sole surviving witch of Izalith, once accepted a human pupil, but after the pupil moved on, she never took another.",,
Generate ESB ItemName:Quicksilver Bulletsand it's \nDescription:,"Special bullets used with hunter firearms. Ordinary bullets have no effect on beasts, and so Quicksilver Bullets, fused with the wielder's own blood, must be employed. The strength of Quicksilver Bullets depends greatly upon the wielder's bloodtinge.",,
Generate ESB ItemName:Radiance Runeand it's \nDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. The rune for Radiance, adopted by the sworn Executioners under Logarius' command. The executioners despise the impure Vilebloods, and no matter what the circumstances, would never cooperate with the bloodthirsty hunters who serve the undead queen, Annalise.",,
Generate ESB ItemName:Radiant Blood Gemstoneand it's \nDescription:,"A blood gem that fortifies weapons and adds various properties. Blood gems are especially rare blood stones that grow on coldblood. Blood gems are kneaded into weapons using workshop tools, but only when of matching shape. Most radial blood gems have effects that bear upon physical attacks.",,
Generate ESB ItemName:Radiant Sword Hunter Badgeand it's \nDescription:,"One of the badges crafted by the Healing Church. The radiant sword indicates the heirs to the will of Ludwig. These hunters, also known as Holy Blades, are what remains of an ancient line of heroes that date back to a very early age of honor and chivalry.",,
Generate ESB ItemName:Rare Ring of Sacrificeand it's \nDescription:,"This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin. The magenta-shaded ring is especially rare. Its wearer will lose nothing upon death, and will be freed from any curse whatsoever, but the ring itself breaks",,
Generate ESB ItemName:Red & White Round Shieldand it's \nDescription:,Round wooden shield crafted in Lordran featuring an impressive red and white design. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties and the wood greatly reduces magic damage.,,
Generate ESB ItemName:Red Jellyand it's \nDescription:,"Material used in a Holy Chalice ritual. Stillborn infants born of a creature of unknown origin, of the type found in some corners of the old labyrinth.",,
Generate ESB ItemName:Red Jeweled Broochand it's \nDescription:,"A woman's bright-red brooch, engraved with the name Viola. Perhaps the jewel is a gift from a hunter. Use to change into a droplet blood gem that fortifies any weapon. With the proper workshop tool, various weapons can be fortified.",,
Generate ESB ItemName:Red Tearstone Ringand it's \nDescription:,The rare gem called tearstone has the uncanny ability to sense imminent death. This red tearstone from Carim boosts the attack of its wearer when in danger.,,
Generate ESB ItemName:Redeye Ringand it's \nDescription:,"A cursed ring depicting a demon eye. Becomes easier to be detected by enemies. If it is tranquility that you seek, then you should never have left your home. If you seek strife, then fair enough, but no need to overdo it.",,
Generate ESB ItemName:Repairboxand it's \nDescription:,"Specialized mortar used to repair weapons and armor by grinding repair powder. Rest at a bonfire to make weapon and armor repair possible. Repair powder is fragile, and cannot be taken along",,
Generate ESB ItemName:Repairboxand it's \nDescription:,"Specialized mortar used to repair weapons and armor by grinding repair powder. Rest at a bonfire to make weapon and armor repair possible. Repair powder is fragile, and cannot be taken along",,
Generate ESB ItemName:Reversal Ringand it's \nDescription:,"A divine ring granted to the Darkmoon Gwyndolin in his youth. Causes males to perform female actions, and vice-versa. Gwyndolin was raised like a daughter through the aura of the moon, and was said to behave like a sullen brooding goddess.",,
Generate ESB ItemName:Right Eyeand it's \nDescription:,"Bewitched ring that Pontiff Sulyvahn bestowed upon his knights. Boosts attacks, as long as attacking persists. Knights who peer into the black orb are lured into battles of death, transformed into frenzied beasts. No wonder the Pontiff only provides these rings to those dispatched to foreign lands.",,
Generate ESB ItemName:Ring of Bindingand it's \nDescription:,"An unusual ring of unknown origin. Limits the wearer's HP reduction when Hollow. Alas, this ring will not make you human. What is lost is not easily retrieved.",,
Generate ESB ItemName:Ring of Bladesand it's \nDescription:,"The Ring of Blades is modeled after the mad knight of Alken's weapon of choice. Increases physical attack. The kingdoms of Alken and Venn long ago flourished on these very grounds. They were both founded by the same man, but were reduced to rivalry and spite.",,
Generate ESB ItemName:Ring of Favorand it's \nDescription:,"A ring symbolizing the favor of the Goddess Fina, whose fateful beauty is mentioned in legend. True to the fickle nature of Fina's favor, her ring increases max HP, stamina, and maximum equip load.",,
