name,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Challenge,Traits,Actions,Legendary Actions,img_url,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Xorn,"Medium elemental, neutral",19 (Natural Armor),73 (7d8 + 42),"20 ft., burrow 20 ft. ",17,(+3),10,(+0),22,(+6),11,(+0),10,(+0),11,(+0),,"Perception +6, Stealth +3","Darkvision 60 ft., Tremorsense 60 ft.,  Passive Perception 16",Terran,"5 (1,800 XP)","<p><em><strong>Earth Glide.</strong></em> The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through. </p><p><em><strong>Stone Camouflage.</strong></em> The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. </p><p><em><strong>Treasure Sense.</strong></em> The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it.</p>","<p><em><strong>Multiattack.</strong></em> The xorn makes three claw attacks and one bite attack.</p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d6 + 3) slashing damage. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (3d6 + 3) piercing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/46/1000/1000/636252723241554579.jpeg,,,Piercing and Slashing from Nonmagical Attacks that aren't Adamantine,,
Yeti,"Large monstrosity, chaotic evil",12 Natural Armor,51 (6d10 + 18),"40 ft., climb 40 ft. ",18,(+4),13,(+1),16,(+3),8,(-1),12,(+1),7,(-2),,"Perception +3, Stealth +3","Darkvision 60 ft.,  Passive Perception 13",Yeti,3 (700 XP),"<div>
<p><em><strong>Fear of Fire.</strong></em> If the yeti takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn.</p>
<p><em><strong>Keen Smell.</strong></em> The yeti has advantage on Wisdom (Perception) checks that rely on smell.</p>
<p><em><strong>Snow Camouflage.</strong></em> The yeti has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.</p>
</div>","<p><em><strong>Multiattack.</strong></em> The yeti can use its Chilling Gaze and makes two claw attacks.</p><p><em><strong>Claw.</strong></em> Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d6 + 4) slashing damage plus 3 (1d6) cold damage.</p><p><em><strong>Chilling Gaze.</strong></em> The yeti targets one creature it can see within 30 feet of it. If the target can see the yeti, the target must succeed on a DC 13 Constitution saving throw against this magic or take 10 (3d6) cold damage and then be paralyzed for 1 minute, unless it is immune to cold damage. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If the targetâ€™s saving throw is successful, or if the effect ends on it, the target is immune to the Chilling Gaze of all yetis (but not abominable yetis) for 1 hour.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/8/662/1000/1000/636313413410825930.jpeg,Cold,,,,
Young Black Dragon,"Large dragon, chaotic evil",18 (Natural Armor),127 (15d10 + 45),"40 ft., fly 80 ft., swim 40 ft. ",19,(+4),14,(+2),17,(+3),12,(+1),11,(+0),15,(+2),"DEX +5, CON +6, WIS +3, CHA +5","Perception +6, Stealth +5","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 16","Common, Draconic","7 (2,900 XP)",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Acid Breath (Recharge 5â€“6).</strong></em> The dragon exhales acid in a 30Â­-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/70/1000/1000/636252732861675698.jpeg,Acid,,,,
Young Blue Dragon,"Large dragon, lawful evil",18 (Natural Armor),152 (16d10 + 64),"40 ft., burrow 20 ft., fly 80 ft. ",21,(+5),10,(+0),19,(+4),14,(+2),13,(+1),17,(+3),"DEX +4, CON +8, WIS +5, CHA +7","Perception +9, Stealth +4","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 19","Common, Draconic","9 (5,000 XP)",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 10 ft., one target. <em>Hit:</em> 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 5 ft., one target. <em>Hit:</em> 12 (2d6 + 5) slashing damage. </p><p><em><strong>Lightning Breath (Recharge 5â€“6).</strong></em> The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/68/1000/1000/636252732434296782.jpeg,Lightning,,,,
Young Brass Dragon,"Large dragon, chaotic good",17 (Natural Armor),110 (13d10 + 39),"40 ft., burrow 20 ft., fly 80 ft. ",19,(+4),10,(+0),17,(+3),12,(+1),11,(+0),15,(+2),"DEX +3, CON +6, WIS +3, CHA +5","Perception +6, Persuasion +5, Stealth +3","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 16","Common, Draconic","6 (2,300 XP)",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Fire Breath.</strong></em> The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Sleep Breath.</strong></em> The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/66/1000/1000/636252731911060874.jpeg,Fire,,,,
Young Bronze Dragon,"Large dragon, lawful good",18 (Natural Armor),142 (15d10 + 60),"40 ft., fly 80 ft., swim 40 ft. ",21,(+5),10,(+0),19,(+4),14,(+2),13,(+1),17,(+3),"DEX +3, CON +7, WIS +4, CHA +6","Insight +4, Perception +7, Stealth +3","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 17","Common, Draconic","8 (3,900 XP)",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws.</p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 10 ft., one target. <em>Hit:</em> 16 (2d10 + 5) piercing damage.</p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 5 ft., one target. <em>Hit:</em> 12 (2d6 + 5) slashing damage.</p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons.</p><p><em><strong>Lightning Breath.</strong></em> The dragon exhales lightning in a 60- foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.</p><p><em><strong>Repulsion Breath.</strong></em> The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/64/315/315/636252731269768088.jpeg,Lightning,,,,
Young Copper Dragon,"Large dragon, chaotic good",17 (Natural Armor),119 (14d10 + 42),"40 ft., climb 40 ft., fly 80 ft. ",19,(+4),12,(+1),17,(+3),16,(+3),13,(+1),15,(+2),"DEX +4, CON +6, WIS +4, CHA +5","Deception +5, Perception +7, Stealth +4","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 17","Common, Draconic","7 (2,900 XP)",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Acid Breath.</strong></em> The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Slowing Breath.</strong></em> The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/62/1000/1000/636252729761648292.jpeg,Acid,,,,
Young Gold Dragon,"Large dragon, lawful good",18 (Natural Armor),178 (17d10 + 85),"40 ft., fly 80 ft., swim 40 ft. ",23,(+6),14,(+2),21,(+5),16,(+3),13,(+1),20,(+5),"DEX +6, CON +9, WIS +5, CHA +9","Insight +5, Perception +9, Persuasion +9, Stealth +6","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 19","Common, Draconic","10 (5,900 XP)",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 10 ft., one target. <em>Hit:</em> 17 (2d10 + 6) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d6 + 6) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Fire Breath.</strong></em> The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 55 (10d10) fire damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Weakening Breath.</strong></em> The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/60/1000/1000/636252729283446963.jpeg,Fire,,,,
Young Green Dragon,"Large dragon, lawful evil",18 (Natural Armor),136 (16d10 + 48),"40 ft., fly 80 ft., swim 40 ft. ",19,(+4),12,(+1),17,(+3),16,(+3),13,(+1),15,(+2),"DEX +4, CON +6, WIS +4, CHA +5","Deception +5, Perception +7, Stealth +4","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 17","Common, Draconic","8 (3,900 XP)",<p><em><strong>Amphibious.</strong></em> The dragon can breathe air and water.</p>,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Poison Breath (Recharge 5â€“6).</strong></em> The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a DC 14 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/58/315/315/636252728834677623.jpeg,Poison,Poisoned,,,
Young Red Dragon,"Large dragon, chaotic evil",18 (Natural Armor),178 (17d10 + 85),"40 ft., climb 40 ft., fly 80 ft. ",23,(+6),10,(+0),21,(+5),14,(+2),11,(+0),19,(+4),"DEX +4, CON +9, WIS +4, CHA +8","Perception +8, Stealth +4","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 18","Common, Draconic","10 (5,900 XP)",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 10 ft., one target. <em>Hit:</em> 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d6 + 6) slashing damage. </p><p><em><strong>Fire Breath (Recharge 5â€“6).</strong></em> The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/399/315/315/636252784386259001.jpeg,Fire,,,,
Young Silver Dragon,"Large dragon, lawful good",18 (Natural Armor),168 (16d10 + 80),"40 ft., fly 80 ft. ",23,(+6),10,(+0),21,(+5),14,(+2),11,(+0),19,(+4),"DEX +4, CON +9, WIS +4, CHA +8","Arcana +6, History +6, Perception +8, Stealth +4","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 18","Common, Draconic","9 (5,000 XP)",,"<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 10 ft., one target. <em>Hit:</em> 17 (2d10 + 6) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +10 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d6 + 6) slashing damage. </p><p><em><strong>Breath Weapons (Recharge 5â€“6).</strong></em> The dragon uses one of the following breath weapons. </p><p><em><strong>Cold Breath.</strong></em> The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 17 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one. </p><p><em><strong>Paralyzing Breath.</strong></em> The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/401/315/315/636252784740667730.jpeg,Cold,,,,
Young White Dragon,"Large dragon, chaotic evil",17 (Natural Armor),133 (14d10 + 56),"40 ft., burrow 20 ft., fly 80 ft., swim 40 ft. ",18,(+4),10,(+0),18,(+4),6,(-2),11,(+0),12,(+1),"DEX +3, CON +7, WIS +3, CHA +4","Perception +6, Stealth +3","Blindsight 30 ft., Darkvision 120 ft.,  Passive Perception 16","Common, Draconic","6 (2,300 XP)","<p><em><strong>Ice Walk.</strong></em> The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement.</p>","<p><em><strong>Multiattack.</strong></em> The dragon makes three attacks: one with its bite and two with its claws. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage plus 4 (1d8) cold damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) slashing damage. </p><p><em><strong>Cold Breath (Recharge 5â€“6).</strong></em> The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 15 Constitution saving throw, taking 45 (10d8) cold damage on a failed save, or half as much damage on a successful one.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/403/1000/1000/636252785358767533.jpeg,Cold,,,,
